;ESTACAO;DATA (YYYY-MM-DD);rain_max;rad_max;temp_avg;temp_max;temp_min;hum_max;hum_min;wind_max;wind_avg
2280308;A652;2020-01-01;0.0;3843.5;26.2375;31.8;22.7;83.0;46.0;11.8;2.5875
2280309;A652;2020-01-02;1.0;1578.6;25.275;28.3;22.8;86.0;61.0;10.3;1.8333333333333333
2280310;A652;2020-01-03;0.2;2146.0;23.58333333333333;25.7;21.9;90.0;73.0;10.7;2.6833333333333336
2280311;A652;2020-01-04;0.2;2521.3;24.45833333333333;27.9;22.6;89.0;64.0;9.5;2.145833333333333
2280312;A652;2020-01-05;0.8;3250.5;24.379166666666663;27.2;22.8;92.0;76.0;7.0;1.8
2280313;A652;2020-01-06;1.4;3904.0;25.6125;30.1;22.5;91.0;65.0;8.2;1.7041666666666666
2280314;A652;2020-01-07;0.2;3875.3;27.42083333333333;32.6;24.2;92.0;52.0;7.2;1.4416666666666669
2280315;A652;2020-01-08;0.0;3870.1;27.35833333333333;30.5;24.6;85.0;63.0;9.8;1.7958333333333334
2280316;A652;2020-01-09;0.0;3639.9;27.429166666666664;31.3;25.1;87.0;62.0;7.0;1.6958333333333335
2280317;A652;2020-01-10;0.0;3750.9;28.46666666666667;34.0;25.5;91.0;56.0;4.9;1.8625
2280318;A652;2020-01-11;0.0;3293.1;28.3;35.5;25.9;89.0;45.0;5.6;1.4764705882352942
2280319;A652;2020-01-14;0.0;3916.3;28.728571428571428;30.4;26.1;72.0;57.0;6.4;4.171428571428572
2280320;A652;2020-01-15;0.0;3918.9;28.444444444444443;30.7;26.5;75.0;53.0;12.0;5.944444444444445
2280321;A652;2020-01-16;0.0;3603.3;28.633333333333336;30.3;26.9;83.0;60.0;6.1;1.7
2280322;A652;2020-01-17;6.6;721.0;24.578260869565216;29.2;22.4;94.0;65.0;13.0;4.178260869565217
2280323;A652;2020-01-18;0.6;1747.3;23.047619047619047;26.6;20.4;93.0;67.0;7.4;1.9285714285714288
2280324;A652;2020-01-19;0.0;2990.7;27.025;29.0;25.7;74.0;61.0;5.0;2.4
2280325;A652;2020-01-20;0.0;3368.6;25.855555555555554;28.0;24.3;72.0;60.0;4.9;2.344444444444445
2280326;A652;2020-01-21;0.0;3823.5;26.5;29.3;23.4;82.0;59.0;5.4;2.7
2280327;A652;2020-01-24;0.0;3065.7;25.9;27.3;24.2;88.0;73.0;4.1;1.6800000000000002
2280328;A652;2020-01-25;0.2;4102.4;25.3;26.9;24.0;79.0;70.0;10.4;4.1125
2280329;A652;2020-01-26;0.0;3938.6;28.65;29.7;25.7;73.0;64.0;6.0;3.483333333333333
2280330;A652;2020-02-04;0.0;1809.0;26.83636363636364;28.8;25.6;86.0;77.0;4.5;1.8636363636363635
2280331;A652;2020-02-05;8.4;2257.9;25.77916666666667;28.3;22.2;89.0;78.0;11.9;2.004166666666667
2280332;A652;2020-02-06;0.2;1391.1;25.129166666666663;28.0;23.2;89.0;78.0;8.0;1.8583333333333332
2280333;A652;2020-02-07;0.0;3807.7;24.78333333333333;28.3;22.1;91.0;75.0;15.3;3.658333333333333
2280334;A652;2020-02-08;0.0;3855.4;23.945833333333336;27.7;21.0;91.0;69.0;9.5;2.395833333333333
2280335;A652;2020-02-09;0.0;3866.1;27.825;36.2;20.9;90.0;33.0;10.0;2.075
2280336;A652;2020-02-10;19.0;1795.6;24.558333333333334;31.5;22.3;94.0;47.0;7.9;1.9875
2280337;A652;2020-02-11;19.6;1052.8;21.475;23.5;20.3;95.0;94.0;14.8;3.1125000000000003
2280338;A652;2020-02-12;2.6;1935.8;21.6375;23.8;20.6;95.0;86.0;7.5;1.9166666666666667
2280339;A652;2020-02-13;0.4;3057.2;22.27916666666667;25.0;20.9;94.0;83.0;10.5;2.9375
2280340;A652;2020-02-14;0.4;3017.1;23.383333333333336;26.4;21.8;94.0;74.0;8.8;2.3041666666666667
2280341;A652;2020-02-15;0.0;3782.2;24.604166666666668;27.9;22.1;91.0;74.0;5.0;1.5291666666666668
2280342;A652;2020-02-16;0.0;3374.1;25.504166666666663;29.5;23.2;94.0;73.0;7.8;2.2916666666666665
2280343;A652;2020-02-17;0.2;3645.0;26.225;30.2;23.5;88.0;60.0;6.8;1.4791666666666667
2280344;A652;2020-02-18;0.0;3762.9;26.7625;29.7;24.2;91.0;61.0;11.3;2.708333333333333
2280345;A652;2020-02-19;0.0;3761.4;28.479166666666668;33.6;25.0;79.0;42.0;9.9;2.3000000000000003
2280346;A652;2020-02-20;0.0;3729.9;26.454166666666666;31.4;23.1;88.0;59.0;7.7;2.1
2280347;A652;2020-02-21;2.8;2900.2;25.166666666666668;28.5;23.7;93.0;77.0;9.0;2.4916666666666667
2280348;A652;2020-02-22;23.8;2094.0;23.75;27.0;20.9;95.0;73.0;13.5;2.6791666666666667
2280349;A652;2020-02-23;2.4;2872.3;23.0625;26.9;20.8;92.0;70.0;8.4;1.3666666666666665
2280350;A652;2020-02-24;0.6;2905.5;24.133333333333336;28.7;22.5;86.0;62.0;6.7;1.8708333333333331
2280351;A652;2020-02-25;0.0;4200.1;24.941666666666663;29.0;22.5;90.0;65.0;7.7;1.9791666666666667
2280352;A652;2020-02-26;0.2;3074.2;26.85833333333333;34.1;23.6;92.0;46.0;9.4;2.1875
2280353;A652;2020-02-27;5.4;858.3;23.554166666666664;28.1;21.2;94.0;74.0;15.6;4.033333333333333
2280354;A652;2020-02-28;4.0;837.8;22.20833333333333;23.8;21.0;91.0;78.0;7.4;1.3708333333333331
2280355;A652;2020-02-29;2.6;2014.5;23.6875;27.1;21.1;93.0;74.0;13.6;2.2958333333333334
2280356;A652;2020-03-01;9.0;969.9;22.55;23.9;21.3;95.0;89.0;15.6;4.979166666666667
2280357;A652;2020-03-02;4.2;1178.8;21.616666666666664;22.5;20.9;94.0;81.0;8.9;1.3875
2280358;A652;2020-03-03;1.2;3202.6;22.9375;25.9;21.1;94.0;77.0;8.9;1.9291666666666665
2280359;A652;2020-03-04;0.4;2445.8;23.541666666666668;25.5;22.4;89.0;77.0;9.7;2.7375000000000003
2280360;A652;2020-03-05;0.2;3488.9;23.6;25.7;21.8;86.0;72.0;10.3;2.6
2280361;A652;2020-03-06;0.2;3709.0;23.929166666666664;26.0;22.1;85.0;70.0;10.0;3.4333333333333336
2280362;A652;2020-03-07;0.0;3683.9;23.975;27.2;21.7;83.0;65.0;5.3;1.9
2280363;A652;2020-03-08;0.0;3667.8;24.53333333333333;28.2;22.1;85.0;66.0;11.5;3.766666666666666
2280364;A652;2020-03-09;0.0;3621.6;25.34583333333333;29.1;23.3;86.0;65.0;10.7;3.0416666666666665
2280365;A652;2020-03-10;0.0;3623.0;25.45;29.0;23.2;87.0;68.0;9.8;3.3375
2280366;A652;2020-03-11;0.0;3654.6;24.975;28.6;22.9;86.0;67.0;10.8;3.9375
2280367;A652;2020-03-12;0.0;3659.2;24.741666666666664;28.5;22.2;84.0;67.0;9.9;3.2583333333333333
2280368;A652;2020-03-13;0.0;3591.6;25.10833333333333;28.0;23.6;86.0;75.0;9.3;2.6583333333333337
2280369;A652;2020-03-14;0.0;3526.0;24.683333333333334;27.7;22.7;94.0;78.0;10.9;2.2958333333333334
2280370;A652;2020-03-15;0.0;3489.9;25.320833333333336;29.5;22.8;93.0;67.0;5.7;1.7666666666666666
2280371;A652;2020-03-16;0.0;3254.4;26.7;32.6;23.8;86.0;48.0;8.8;2.15
2280372;A652;2020-03-17;0.0;2028.4;25.525;27.5;24.1;89.0;68.0;10.0;2.1333333333333333
2280373;A652;2020-03-18;0.2;3467.8;25.65;29.8;23.2;89.0;69.0;6.6;1.4291666666666665
2280374;A652;2020-03-19;0.0;3383.3;26.79583333333333;32.3;24.1;93.0;55.0;6.4;1.775
2280375;A652;2020-03-20;0.0;2035.0;27.0375;29.4;25.2;86.0;63.0;11.5;2.208333333333333
2280376;A652;2020-03-21;9.6;1430.7;23.870833333333334;26.5;21.4;94.0;80.0;9.3;2.254166666666667
2280377;A652;2020-03-22;0.2;2655.2;23.933333333333334;27.0;21.9;89.0;72.0;9.8;2.3208333333333333
2280378;A652;2020-03-23;1.4;3515.6;23.825;27.8;21.4;88.0;60.0;5.2;1.7791666666666668
2280379;A652;2020-03-24;0.0;3287.0;23.791666666666668;27.0;21.9;82.0;65.0;10.9;1.9833333333333332
2280380;A652;2020-03-25;0.0;3484.7;23.65833333333333;27.6;21.3;81.0;60.0;5.4;1.7708333333333333
2280381;A652;2020-03-26;0.0;3455.6;23.84583333333333;28.0;21.0;85.0;60.0;7.2;2.2875
2280382;A652;2020-03-27;0.0;3407.0;24.65833333333333;28.6;22.1;83.0;65.0;8.1;2.625
2280383;A652;2020-03-28;0.0;3246.6;24.675;28.9;22.4;84.0;64.0;8.4;1.9333333333333331
2280384;A652;2020-03-29;0.0;2980.1;24.320833333333336;26.8;22.7;87.0;75.0;8.7;1.7583333333333335
2280385;A652;2020-03-30;0.6;2312.6;23.766666666666666;26.5;22.2;93.0;78.0;5.2;1.3458333333333332
2280386;A652;2020-03-31;0.0;3161.0;24.575;27.6;22.5;94.0;75.0;4.2;1.1833333333333331
2280387;A652;2020-04-01;0.0;2996.0;24.05;27.3;22.7;92.0;73.0;7.0;1.6291666666666669
2280388;A652;2020-04-02;0.0;3225.0;24.08333333333333;28.0;21.3;91.0;73.0;8.3;2.3041666666666667
2280389;A652;2020-04-03;0.0;2930.3;27.079166666666666;32.5;23.0;83.0;41.0;14.7;3.5625
2280390;A652;2020-04-04;0.0;3319.4;22.92083333333333;25.1;21.7;80.0;58.0;14.3;3.5416666666666665
2280391;A652;2020-04-05;0.0;3195.6;23.479166666666668;25.8;21.4;83.0;71.0;6.0;1.2125
2280392;A652;2020-04-06;0.0;3162.5;24.1875;28.5;22.1;87.0;66.0;6.7;1.8875
2280393;A652;2020-04-07;0.2;2022.0;23.429166666666664;25.3;21.8;93.0;81.0;13.4;2.8666666666666667
2280394;A652;2020-04-08;5.2;1147.7;21.579166666666666;23.3;20.1;96.0;83.0;9.3;2.370833333333333
2280395;A652;2020-04-09;1.6;1955.0;21.695833333333336;23.4;19.8;92.0;71.0;8.9;2.583333333333333
2280396;A652;2020-04-10;0.0;1204.9;22.0875;23.3;21.3;82.0;71.0;7.1;1.525
2280397;A652;2020-04-11;0.0;819.9;22.075;23.2;20.6;88.0;70.0;6.1;1.4333333333333331
2280398;A652;2020-04-12;0.0;2458.2;22.195833333333336;25.5;20.4;89.0;69.0;4.4;1.125
2280399;A652;2020-04-13;0.0;3126.1;23.2125;27.3;20.9;83.0;62.0;10.6;2.9
2280400;A652;2020-04-14;0.0;3099.3;24.02916666666667;28.8;21.1;80.0;58.0;8.6;2.3875
2280401;A652;2020-04-15;0.0;2959.4;24.975;29.8;22.6;91.0;59.0;10.2;1.8083333333333331
2280402;A652;2020-04-16;4.4;1175.0;23.366666666666664;24.3;22.2;91.0;73.0;7.2;1.8375
2280403;A652;2020-04-17;1.8;1534.6;22.116666666666664;25.7;20.4;90.0;71.0;8.9;2.154166666666667
2280404;A652;2020-04-18;0.0;2332.1;22.566666666666663;24.4;21.4;84.0;71.0;6.7;1.6708333333333334
2280405;A652;2020-04-19;0.2;2884.8;22.754166666666663;27.7;20.7;89.0;63.0;5.7;1.45
2280406;A652;2020-04-20;1.2;3073.8;22.42083333333333;25.0;19.8;91.0;69.0;7.4;1.2208333333333334
2280407;A652;2020-04-21;0.0;2983.9;22.604166666666668;26.1;19.9;88.0;68.0;4.1;1.3291666666666666
2280408;A652;2020-04-22;0.0;2963.9;23.4;28.7;21.0;88.0;66.0;4.8;1.5875
2280409;A652;2020-04-23;0.0;2944.8;24.0625;28.7;21.9;89.0;63.0;5.8;2.1041666666666665
2280410;A652;2020-04-24;0.0;2943.4;23.816666666666663;28.4;22.0;86.0;64.0;8.5;2.983333333333333
2280411;A652;2020-04-25;0.0;2947.7;23.691666666666663;28.6;21.1;86.0;59.0;5.3;1.5041666666666669
2280412;A652;2020-04-26;0.0;2937.3;24.116666666666664;28.7;21.6;86.0;62.0;5.3;1.5583333333333331
2280413;A652;2020-04-27;0.0;2895.8;23.89583333333333;29.5;21.6;89.0;61.0;4.5;1.6791666666666665
2280414;A652;2020-04-28;0.0;2725.4;23.604166666666668;27.6;21.5;88.0;63.0;4.6;1.991666666666667
2280415;A652;2020-04-29;0.0;2853.4;23.8125;28.4;20.9;88.0;64.0;9.1;2.4166666666666665
2280416;A652;2020-04-30;0.0;2781.7;25.79583333333333;32.4;22.1;85.0;28.0;12.6;1.6833333333333331
2280417;A652;2020-05-01;0.0;2716.3;24.579166666666666;26.9;22.5;91.0;41.0;7.9;1.925
2280418;A652;2020-05-02;11.2;2469.5;23.4875;27.8;20.7;94.0;69.0;14.3;2.1956521739130435
2280419;A652;2020-05-03;11.2;1480.2;21.72083333333333;23.7;19.2;95.0;62.0;14.5;3.25
2280420;A652;2020-05-04;0.0;2568.8;22.02083333333333;26.5;19.7;81.0;58.0;6.7;1.875
2280421;A652;2020-05-05;0.0;2728.5;23.02916666666667;28.1;19.7;82.0;53.0;6.1;1.6791666666666665
2280422;A652;2020-05-06;0.0;2144.6;24.491666666666664;28.8;22.2;91.0;57.0;14.3;1.9791666666666667
2280423;A652;2020-05-07;16.4;495.3;20.3375;24.1;18.3;95.0;77.0;18.5;4.466666666666667
2280424;A652;2020-05-08;6.2;2547.9;20.366666666666667;23.3;17.2;92.0;63.0;10.6;2.129166666666667
2280425;A652;2020-05-09;0.0;2803.1;21.35;26.2;18.4;82.0;50.0;7.7;2.058333333333333
2280426;A652;2020-05-10;0.0;2785.2;21.9625;26.7;19.2;81.0;46.0;8.3;2.5625
2280427;A652;2020-05-11;0.0;2758.9;22.475;26.6;20.1;73.0;55.0;5.4;1.6958333333333335
2280428;A652;2020-05-12;0.0;2757.1;23.266666666666666;28.2;20.0;84.0;38.0;6.2;1.675
2280429;A652;2020-05-13;0.0;2624.9;23.40833333333333;26.6;21.2;83.0;57.0;5.4;1.2375
2280430;A652;2020-05-14;1.0;1949.1;24.004166666666663;26.8;21.2;92.0;44.0;12.4;3.2291666666666665
2280431;A652;2020-05-15;8.0;848.7;20.05;21.6;18.8;94.0;83.0;11.1;1.8708333333333331
2280432;A652;2020-05-16;0.0;2677.3;22.070833333333336;26.1;19.6;92.0;65.0;6.9;1.7625000000000002
2280433;A652;2020-05-17;0.0;2536.4;22.4125;25.9;20.2;90.0;72.0;4.7;1.5125
2280434;A652;2020-05-18;0.0;2592.9;22.616666666666664;26.1;20.6;89.0;74.0;5.4;1.475
2280435;A652;2020-05-19;0.0;2618.8;22.95;27.8;21.2;91.0;68.0;10.6;3.141666666666667
2280436;A652;2020-05-20;0.0;2627.4;22.683333333333334;26.6;20.3;83.0;66.0;12.3;3.3833333333333333
2280437;A652;2020-05-21;0.0;2581.7;23.02916666666667;27.4;20.1;84.0;64.0;7.0;1.9791666666666667
2280438;A652;2020-05-22;0.0;2282.1;24.816666666666663;28.8;22.5;78.0;46.0;7.4;1.9625
2280439;A652;2020-05-23;0.0;1853.9;27.691666666666663;31.5;23.1;76.0;39.0;15.0;2.0375
2280440;A652;2020-05-24;3.2;373.7;23.02916666666667;30.4;18.6;90.0;43.0;12.3;2.720833333333333
2280441;A652;2020-05-25;0.2;2260.4;21.01666666666667;25.0;19.1;89.0;68.0;6.2;1.6041666666666667
2280442;A652;2020-05-26;0.0;2576.7;21.304166666666667;22.9;19.4;89.0;47.0;12.5;3.575
2280443;A652;2020-05-27;0.0;2517.4;20.529166666666665;23.3;18.0;72.0;41.0;15.0;3.733333333333333
2280444;A652;2020-05-28;0.0;2146.7;20.85833333333333;22.8;19.2;71.0;59.0;12.0;3.3083333333333336
2280445;A652;2020-05-29;0.0;2570.4;20.966666666666665;25.6;18.1;84.0;61.0;11.9;2.8041666666666667
2280446;A652;2020-05-30;0.0;2532.9;20.883333333333333;24.8;18.1;85.0;68.0;6.4;1.3166666666666669
2280447;A652;2020-05-31;0.0;2464.2;22.554166666666664;26.5;20.1;83.0;51.0;5.3;1.0416666666666667
2280448;A652;2020-06-01;0.0;2491.3;23.28333333333333;27.0;20.1;75.0;44.0;6.7;1.475
2280449;A652;2020-06-02;0.0;2423.5;22.35;25.6;19.9;85.0;48.0;12.1;2.033333333333333
2280450;A652;2020-06-03;0.0;2321.9;22.2;24.8;20.6;87.0;74.0;4.5;1.2666666666666666
2280451;A652;2020-06-04;0.0;1987.6;22.72083333333333;26.0;21.4;90.0;70.0;10.9;2.3833333333333333
2280452;A652;2020-06-05;0.0;2083.7;22.5875;26.5;21.2;92.0;72.0;12.3;4.941666666666667
2280453;A652;2020-06-06;0.0;1904.1;23.041666666666668;26.7;21.1;88.0;66.0;7.0;1.8041666666666665
2280454;A652;2020-06-07;1.4;1850.1;23.391666666666666;26.5;21.7;92.0;61.0;9.3;2.216666666666667
2280455;A652;2020-06-08;0.0;2259.7;22.966666666666665;27.5;21.5;92.0;73.0;8.3;1.9125
2280456;A652;2020-06-09;0.0;2329.7;23.0375;28.1;21.3;91.0;66.0;8.1;2.0125
2280457;A652;2020-06-10;0.0;1172.5;24.320833333333336;27.3;22.8;91.0;66.0;6.4;1.5125000000000002
2280458;A652;2020-06-11;0.0;2387.9;24.10833333333333;28.2;22.3;92.0;66.0;6.7;1.7666666666666666
2280459;A652;2020-06-12;0.0;2145.3;25.28333333333333;30.3;22.2;91.0;57.0;4.3;1.1
2280460;A652;2020-06-13;0.0;2318.6;25.579166666666666;30.8;22.5;90.0;53.0;5.2;0.9
2280461;A652;2020-06-14;0.0;744.4;23.633333333333336;28.3;21.5;91.0;55.0;22.0;4.3375
2280462;A652;2020-06-15;0.0;1442.6;21.629166666666663;24.4;19.9;90.0;72.0;10.9;5.5875
2280463;A652;2020-06-16;1.4;2178.6;21.558333333333334;25.1;19.5;90.0;68.0;12.3;4.5375
2280464;A652;2020-06-17;0.0;1884.5;21.8875;24.5;20.0;77.0;62.0;11.1;3.9
2280465;A652;2020-06-18;0.0;2454.4;21.77083333333333;26.0;19.2;84.0;43.0;8.2;2.058333333333333
2280466;A652;2020-06-19;0.0;2027.9;23.73333333333333;28.7;20.6;76.0;40.0;7.4;1.5541666666666665
2280467;A652;2020-06-20;0.0;2330.6;24.066666666666663;28.4;21.1;77.0;51.0;6.6;1.4458333333333335
2280468;A652;2020-06-21;0.0;2338.8;24.5375;28.9;21.8;90.0;48.0;6.6;1.5625
2280469;A652;2020-06-22;0.0;2377.3;25.041666666666668;28.8;22.3;77.0;35.0;5.3;0.95
2280470;A652;2020-06-23;0.0;2137.4;23.304166666666664;27.0;21.1;89.0;51.0;6.0;1.5291666666666668
2280471;A652;2020-06-24;0.0;2367.4;23.09166666666667;27.0;20.4;70.0;37.0;6.9;2.0083333333333333
2280472;A652;2020-06-25;0.0;2262.7;24.133333333333336;28.9;20.9;81.0;37.0;7.1;2.3583333333333334
2280473;A652;2020-06-26;0.0;2262.7;24.254166666666663;26.7;22.3;85.0;44.0;18.6;2.6
2280474;A652;2020-06-27;3.0;2112.7;22.16086956521739;26.7;19.4;92.0;63.0;22.3;2.7913043478260877
2280475;A652;2020-06-28;0.0;2079.5;20.5375;23.1;18.4;90.0;67.0;9.5;2.3541666666666665
2280476;A652;2020-06-29;3.8;1530.5;20.141666666666666;23.0;17.9;92.0;69.0;13.5;3.0083333333333333
2280477;A652;2020-06-30;0.0;2131.8;21.916666666666668;26.0;18.8;80.0;52.0;6.5;2.145833333333333
2280478;A652;2020-07-01;0.0;1269.9;25.53333333333333;29.9;21.3;79.0;37.0;17.3;3.779166666666667
2280479;A652;2020-07-02;0.0;1652.1;21.016666666666666;23.2;19.8;70.0;58.0;10.0;2.4833333333333334
2280480;A652;2020-07-03;0.0;1393.2;20.0625;21.5;18.9;82.0;69.0;9.9;2.1875
2280481;A652;2020-07-04;0.0;1230.3;20.0125;22.1;18.1;84.0;71.0;9.0;2.6416666666666666
2280482;A652;2020-07-05;0.0;2430.2;21.754166666666663;26.5;19.0;86.0;50.0;7.3;1.7833333333333332
2280483;A652;2020-07-06;0.0;2186.0;24.48333333333333;27.4;22.5;85.0;46.0;12.4;2.7
2280484;A652;2020-07-07;0.0;2359.9;22.725;27.6;20.7;92.0;65.0;9.9;2.2916666666666665
2280485;A652;2020-07-08;0.0;2471.3;25.379166666666663;32.6;21.6;91.0;22.0;11.5;2.066666666666667
2280486;A652;2020-07-09;0.0;2409.6;23.3625;26.2;21.0;81.0;43.0;15.2;3.7375
2280487;A652;2020-07-10;0.4;1772.1;21.291666666666668;23.9;19.5;78.0;60.0;9.3;2.85
2280488;A652;2020-07-11;0.0;2424.1;22.704166666666666;28.0;18.9;77.0;46.0;8.4;1.8875
2280489;A652;2020-07-12;0.0;2446.6;27.441666666666663;32.3;22.8;69.0;28.0;11.4;2.4125
2280490;A652;2020-07-13;0.0;2430.3;27.55;32.3;23.3;79.0;31.0;7.5;1.8916666666666664
2280491;A652;2020-07-14;16.8;647.9;21.554166666666664;24.1;18.9;95.0;69.0;13.3;3.220833333333333
2280492;A652;2020-07-15;1.2;609.4;18.67083333333333;19.6;17.8;95.0;73.0;9.2;2.7625
2280493;A652;2020-07-16;1.8;784.2;19.09583333333333;20.7;17.2;91.0;74.0;9.0;2.4541666666666666
2280494;A652;2020-07-17;0.0;2376.6;20.275;24.0;17.7;88.0;69.0;10.0;2.595833333333333
2280495;A652;2020-07-18;0.0;2592.3;21.65416666666667;25.7;19.3;85.0;66.0;11.4;2.9333333333333336
2280496;A652;2020-07-19;0.0;2544.7;21.6;25.7;19.1;89.0;58.0;7.1;2.0875
2280497;A652;2020-07-20;0.0;2574.6;22.71666666666667;26.2;20.1;83.0;53.0;6.5;1.5
2280498;A652;2020-07-21;0.0;2500.3;22.4125;26.5;20.2;88.0;65.0;4.5;1.3583333333333334
2280499;A652;2020-07-22;0.0;2505.1;23.53333333333333;27.1;20.5;86.0;50.0;4.3;1.2916666666666667
2280500;A652;2020-07-23;0.0;2518.1;23.04583333333333;25.7;20.2;92.0;55.0;7.6;1.4708333333333332
2280501;A652;2020-07-24;0.0;2608.2;23.27083333333333;25.9;20.6;77.0;52.0;6.6;1.5083333333333335
2280502;A652;2020-07-25;0.0;2590.5;24.875;30.3;22.0;76.0;37.0;7.9;1.9583333333333333
2280503;A652;2020-07-26;0.0;2537.3;23.40416666666667;26.6;21.8;89.0;47.0;13.1;3.3666666666666667
2280504;A652;2020-07-27;0.0;2616.6;23.42083333333333;27.7;20.8;93.0;55.0;6.9;1.9166666666666667
2280505;A652;2020-07-28;0.0;2627.0;24.95;30.5;21.9;83.0;33.0;10.3;2.0166666666666666
2280506;A652;2020-07-29;0.4;635.2;23.175;27.1;20.9;91.0;44.0;18.0;3.2291666666666665
2280507;A652;2020-07-30;6.6;664.1;19.425;21.5;17.8;95.0;76.0;16.0;5.333333333333333
2280508;A652;2020-07-31;10.0;1613.3;18.916666666666668;22.2;17.0;94.0;69.0;13.8;4.016666666666667
2280509;A652;2020-08-01;0.0;2696.2;20.53333333333333;23.6;18.5;83.0;68.0;12.3;3.633333333333333
2280510;A652;2020-08-02;0.0;2761.9;20.875;24.2;18.6;77.0;63.0;8.8;2.7875
2280511;A652;2020-08-03;0.0;2770.8;20.70833333333333;24.8;18.3;78.0;54.0;8.3;2.4375
2280512;A652;2020-08-04;0.0;2756.1;20.6875;24.7;18.2;85.0;63.0;11.5;3.3375
2280513;A652;2020-08-05;0.0;2777.9;21.009090909090908;23.8;18.5;81.0;51.0;13.0;3.8818181818181823
2280514;A652;2020-08-06;0.0;2836.1;20.995652173913044;26.1;18.8;83.0;55.0;13.6;3.5043478260869563
2280515;A652;2020-08-07;0.0;2849.0;21.058333333333334;24.5;18.6;86.0;54.0;12.0;3.045833333333333
2280516;A652;2020-08-08;0.0;2813.8;21.45;24.9;19.0;84.0;61.0;5.9;1.375
2280517;A652;2020-08-09;0.0;2789.0;21.516666666666666;25.2;19.5;88.0;64.0;8.4;1.4625
2280518;A652;2020-08-10;0.0;2785.0;22.15833333333333;27.5;19.5;88.0;50.0;7.4;1.4416666666666669
2280519;A652;2020-08-11;1.4;2745.6;25.0125;30.9;21.3;77.0;32.0;6.3;1.6166666666666665
2280520;A652;2020-08-12;0.0;2749.2;23.65;26.0;21.7;86.0;49.0;10.4;2.4083333333333337
2280521;A652;2020-08-13;0.0;2669.7;23.40416666666667;29.8;20.6;93.0;42.0;11.5;2.4458333333333333
2280522;A652;2020-08-14;0.0;2688.0;24.39583333333333;30.2;21.4;92.0;40.0;11.3;2.4916666666666667
2280523;A652;2020-08-15;0.0;2751.6;24.83333333333333;31.5;22.1;89.0;34.0;18.8;3.1791666666666667
2280524;A652;2020-08-16;0.2;722.1;21.90416666666667;23.2;20.2;91.0;77.0;7.4;1.4666666666666668
2280525;A652;2020-08-17;0.0;2726.6;22.866666666666664;27.2;20.7;88.0;62.0;9.8;1.75
2280526;A652;2020-08-18;0.0;2720.5;23.1625;27.4;21.3;91.0;54.0;7.5;1.7291666666666667
2280527;A652;2020-08-19;0.0;2943.3;23.625;26.8;21.8;91.0;70.0;12.9;2.9166666666666665
2280528;A652;2020-08-20;2.4;685.6;21.508333333333336;22.9;19.3;93.0;78.0;14.5;4.608333333333333
2280529;A652;2020-08-21;3.4;760.9;19.14583333333333;21.2;17.0;93.0;73.0;15.8;5.558333333333334
2280530;A652;2020-08-22;4.8;872.2;17.325;19.0;15.7;93.0;67.0;15.2;5.7125
2280531;A652;2020-08-23;10.0;2327.4;18.626315789473683;22.1;15.2;91.0;58.0;7.4;1.863157894736842
2280532;A652;2020-08-24;2.8;3038.1;19.068181818181817;22.5;16.0;90.0;58.0;12.5;1.6727272727272726
2280533;A652;2020-08-25;0.2;2985.9;19.39583333333333;22.3;17.3;90.0;46.0;9.8;2.920833333333333
2280534;A652;2020-08-26;0.8;3150.2;19.891666666666666;22.8;17.7;82.0;63.0;8.2;2.275
2280535;A652;2020-08-27;0.0;3113.9;21.075;25.4;18.3;89.0;68.0;9.5;2.3625000000000003
2280536;A652;2020-08-28;0.0;3159.3;22.616666666666664;26.9;19.9;89.0;67.0;9.1;2.2583333333333333
2280537;A652;2020-08-29;0.0;3100.5;23.84583333333333;29.7;21.6;80.0;42.0;8.2;2.0500000000000003
2280538;A652;2020-08-30;0.0;3120.3;27.5875;34.8;23.2;79.0;25.0;11.8;1.8625
2280539;A652;2020-08-31;0.0;2123.2;23.1;28.0;21.6;90.0;46.0;16.0;3.9791666666666665
2280540;A652;2020-09-01;0.0;2980.2;22.95833333333333;25.9;21.4;92.0;71.0;12.7;2.6416666666666666
2280541;A652;2020-09-02;0.2;2718.7;22.491666666666664;26.8;21.3;94.0;74.0;11.7;5.358333333333333
2280542;A652;2020-09-03;0.0;3176.9;23.541666666666668;28.5;20.7;91.0;49.0;8.4;2.0708333333333333
2280543;A652;2020-09-04;0.0;3087.9;26.704166666666666;32.9;22.4;87.0;26.0;16.4;2.3000000000000003
2280544;A652;2020-09-05;0.0;3033.7;23.15416666666667;26.7;22.0;91.0;71.0;13.7;3.0708333333333333
2280545;A652;2020-09-06;0.0;3099.7;22.804166666666664;26.7;20.7;92.0;71.0;6.3;1.8416666666666663
2280546;A652;2020-09-07;0.0;3033.7;22.8625;26.2;21.0;93.0;70.0;12.3;2.4458333333333333
2280547;A652;2020-09-08;0.0;2545.7;23.35;26.2;21.9;90.0;74.0;7.6;2.0125
2280548;A652;2020-09-09;0.0;2786.6;23.791666666666668;27.6;21.7;91.0;71.0;8.0;2.020833333333333
2280549;A652;2020-09-10;0.0;2914.5;24.3375;29.4;21.8;88.0;51.0;8.7;2.4
2280550;A652;2020-09-11;0.0;3011.7;23.875;26.3;22.5;90.0;73.0;13.5;3.1166666666666667
